Subject,Course Number,Section,Course Title,Credit Hours,Instructor,Attributes,Meeting 1 Days,Meeting 1 Start Time,Meeting 1 End Time,Meeting 1 Class Type,Meeting 1 Building,Meeting 1 Room,Meeting 1 Start Date,Meeting 1 End Date,Meeting 2 Days,Meeting 2 Start Time,Meeting 2 End Time,Meeting 2 Class Type,Meeting 2 Building,Meeting 2 Room,Meeting 2 Start Date,Meeting 2 End Date,Meeting 3 Days,Meeting 3 Start Time,Meeting 3 End Time,Meeting 3 Class Type,Meeting 3 Building,Meeting 3 Room,Meeting 3 Start Date,Meeting 3 End Date
MUSC,1010,003,Beginning Class Piano,1,Emily Caroline Blandon Kovar (Primary),Approved for Additional Fee|Performing Arts Fee,Monday Wednesday,01:25  PM,02:15  PM,Class,Brooks Center/Performing Arts,217,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1010,004,Beginning Class Piano,1,Emily Caroline Blandon Kovar (Primary),Approved for Additional Fee|Performing Arts Fee,Monday Wednesday,09:05  AM,09:55  AM,Class,Brooks Center/Performing Arts,217,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1010,004,Beginning Class Piano,1,Emily Caroline Blandon Kovar (Primary),Approved for Additional Fee|Performing Arts Fee,Monday Wednesday,09:05  AM,09:55  AM,Class,Brooks Center/Performing Arts,217,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1010,007,Beginning Class Piano,1,Emily Caroline Blandon Kovar (Primary),Approved for Additional Fee|Performing Arts Fee,Monday Wednesday,02:30  PM,03:20  PM,Class,Brooks Center/Performing Arts,217,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1020,001,Intermediate Class Piano,1,Emily Caroline Blandon Kovar (Primary),Approved for Additional Fee|Performing Arts Fee,Monday Wednesday,12:20  PM,01:10  PM,Class,Brooks Center/Performing Arts,217,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1110,001,Beginning Class Guitar,1,Steve Newbrough (Primary),Approved for Additional Fee|Performing Arts Fee,Friday,09:05  AM,09:55  AM,Class,Brooks Center/Performing Arts,112,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1110,002,Beginning Class Guitar,1,Steve Newbrough (Primary),Approved for Additional Fee|Performing Arts Fee,Friday,12:20  PM,01:10  PM,Class,Brooks Center/Performing Arts,112,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1110,003,Beginning Class Guitar,1,Steve Newbrough (Primary),Approved for Additional Fee|Performing Arts Fee,Thursday,09:30  AM,10:45  AM,Class,Brooks Center/Performing Arts,115,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1110,004,Beginning Class Guitar,1,Steve Newbrough (Primary),Approved for Additional Fee|Performing Arts Fee,Thursday,02:00  PM,03:15  PM,Class,Brooks Center/Performing Arts,218,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1110,005,Beginning Class Guitar,1,Steve Newbrough (Primary),Approved for Additional Fee|Performing Arts Fee,Thursday,03:30  PM,04:45  PM,Class,Brooks Center/Performing Arts,218,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1110,006,Beginning Class Guitar,1,Adam Michael Knight (Primary),Approved for Additional Fee|Performing Arts Fee,Friday,10:10  AM,11:00  AM,Class,Brooks Center/Performing Arts,112,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1110,007,Beginning Class Guitar,1,Steve Newbrough (Primary),Approved for Additional Fee|Performing Arts Fee,Wednesday,03:30  PM,04:30  PM,Class,Brooks Center/Performing Arts,218,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1110,008,Beginning Class Guitar,1,Adam Michael Knight (Primary),Approved for Additional Fee|Performing Arts Fee,Wednesday,12:20  PM,01:10  PM,Class,Brooks Center/Performing Arts,112,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1110,009,Beginning Class Guitar,1,Steve Newbrough (Primary),Approved for Additional Fee|Performing Arts Fee,Wednesday,12:20  PM,01:10  PM,Class,Brooks Center/Performing Arts,115,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1120,002,Intermediate Class Guitar,1,Steve Newbrough (Primary),Performing Arts Fee,Wednesday,04:45  PM,05:45  PM,Class,Brooks Center/Performing Arts,218,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1120,003,Intermediate Class Guitar,1,Adam Michael Knight (Primary),Performing Arts Fee,Friday,11:15  AM,12:05  PM,Class,Brooks Center/Performing Arts,112,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1210,002,Beginning Class Voice,1,Jonathan Edward Doyel (Primary),Approved for Additional Fee|Performing Arts Fee,Wednesday,12:20  PM,01:10  PM,Class,Brooks Center/Performing Arts,117,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1410,001,Music Theory Fundamentals,3,Emily Hamlyn (Primary),,Tuesday Thursday,12:30  PM,01:45  PM,Class,Brooks Center/Performing Arts,218,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1420,001,Music Theory I,3,Lauren Hartburg Crosby (Primary),,Tuesday Thursday,11:00  AM,12:15  PM,Class,Brooks Center/Performing Arts,218,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1430,001,Aural Skills I,1,Lauren Hartburg Crosby (Primary),,Monday Wednesday,10:10  AM,11:00  AM,Class,Brooks Center/Performing Arts,218,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1510,001,Applied Music for Non Majors,1,Lisa Sain Odom (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1510,002,Applied Music for Non Majors,1,Jonathan Edward Doyel (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1510,003,Applied Music for Non Majors,1,Lea F Kibler (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1510,004,Applied Music for Non Majors,1,John Stephen Bleuel (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1510,005,Applied Music for Non Majors,1,Maria Ivelisse Ortiz Laboy (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1510,006,Applied Music for Non Majors,1,Janice Elizabeth Crews (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,Tuesday Thursday,12:30  PM,01:45  PM,Class,Brooks Center/Performing Arts,206,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1510,007,Applied Music,1,,Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1510,008,Applied Music for Non Majors,1,Emily Hamlyn (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1510,009,Applied Music for Non Majors,1,Stephen Wilson (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1510,010,Applied Music for Non Majors,1,Paul L Buyer (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1510,011,Applied Music for Non Majors,1,Leslie Taylor Warlick (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1510,012,Applied Music for Non Majors,1,Christine Lee Lance (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1510,013,Applied Music for Non Majors,1,Braxton Ballew (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1510,014,Applied Music for Non Majors,1,Linda L Li-Bleuel (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1510,015,Applied Music for Non Majors,1,Emily Caroline Blandon Kovar (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1510,016,Applied Music,1,Linda Dzuris (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1510,017,Applied Music,1,Linda Dzuris (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1510,018,Applied Music for Non Majors,1,Steve Newbrough (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1510,019,Applied Music for Non Majors,1,Adam Michael Knight (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1510,021,Applied Music for Non Majors,1,Hazen Duane Bannister Jr (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1510,022,Applied Music for Non Majors,1,Kathryn Layne Mauldin (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1510,024,Applied Music,1,Heather Lyna Clifton Haithcock (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1510,025,Banjo- first semester,1,Charles F Wood (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,Monday Wednesday Friday,11:15  AM,12:05  PM,Class,Brooks Center/Performing Arts,205,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1510,028,Applied Music,1,Luke Browder (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1510,029,Applied Music,1,Emily Maye Waggoner (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1510,030,Applied Music,1,Andrew Maguire Stephens (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1520,001,Applied Music for Non Majors,1,Lisa Sain Odom (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1520,002,Applied Music for Non Majors,1,Jonathan Edward Doyel (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1520,003,Applied Music for Non Majors,1,Lea F Kibler (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1520,004,Applied Music for Non Majors,1,John Stephen Bleuel (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1520,005,Applied Music for Non Majors,1,Maria Ivelisse Ortiz Laboy (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1520,006,Applied Music for Non Majors,1,Janice Elizabeth Crews (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,Tuesday Thursday,03:30  PM,04:45  PM,Class,Brooks Center/Performing Arts,206,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1520,007,Applied Music for Non Majors,1,,Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1520,008,Applied Music for Non Majors,1,Emily Hamlyn (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1520,009,Applied Music for Non Majors,1,Stephen Wilson (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1520,010,Applied Music for Non Majors,1,Paul L Buyer (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1520,011,Applied Music for Non Majors,1,Leslie Taylor Warlick (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1520,012,Applied Music for Non Majors,1,Christine Lee Lance (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1520,013,Applied Music for Non Majors,1,Braxton Ballew (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1520,014,Applied Music for Non Majors,1,Linda L Li-Bleuel (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1520,015,Applied Music for Non Majors,1,Emily Caroline Blandon Kovar (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1520,016,Applied Music,1,Linda Dzuris (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1520,017,Applied Music,1,Linda Dzuris (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1520,018,Applied Music for Non Majors,1,Steve Newbrough (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1520,019,Applied Music for Non Majors,1,Adam Michael Knight (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1520,021,Applied Music for Non Majors,1,Hazen Duane Bannister Jr (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1520,022,Applied Music for Non Majors,1,Kathryn Layne Mauldin (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1520,024,Applied Music,1,Heather Lyna Clifton Haithcock (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1520,025,Applied Music for Non Majors,1,Charles F Wood (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,Monday Wednesday Friday,03:35  PM,04:25  PM,Class,Brooks Center/Performing Arts,205,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1520,028,Applied Music,1,Luke Browder (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1520,029,Applied Music,1,Emily Maye Waggoner (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1520,030,Applied Music,1,Andrew Maguire Stephens (Primary),Consent Required|Performing Arts Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1530,001,Applied Music for Majors,1,Lisa Sain Odom (Primary),Consent Required|Applied Lesson Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1530,002,Applied Music for Majors,1,Jonathan Edward Doyel (Primary),Consent Required|Applied Lesson Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1530,003,Applied Music for Majors,1,Lea F Kibler (Primary),Consent Required|Applied Lesson Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUSC,1530,004,Applied Music for Majors,1,John Stephen Bleuel (Primary),Consent Required|Applied Lesson Fee|Arts & Hum Non-Lit Gen Ed Req|Variable Title,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
